2024-11-27 10:54:05,753 INFO o.s.b.StartupInfoLogger [main] Starting NanoCubeTestDataGeneratorApplication using Java 21.0.2 on NOLI125045 with PID 16692 (C:\sandbox\nanoCubeTestDataGenerator\target\classes started by ronend in C:\sandbox\nanoCubeTestDataGenerator)
2024-11-27 10:54:05,762 INFO o.s.b.SpringApplication [main] No active profile set, falling back to 1 default profile: "default"
2024-11-27 10:54:06,851 INFO o.s.d.r.c.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-27 10:54:06,881 INFO o.s.d.r.c.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 15 ms. Found 0 JPA repository interfaces.
2024-11-27 10:54:07,727 INFO o.s.b.w.e.t.TomcatWebServer [main] Tomcat initialized with port(s): 8080 (http)
2024-11-27 10:54:07,738 INFO o.a.j.l.DirectJDKLog [main] Initializing ProtocolHandler ["http-nio-8080"]
2024-11-27 10:54:07,743 INFO o.a.j.l.DirectJDKLog [main] Starting service [Tomcat]
2024-11-27 10:54:07,743 INFO o.a.j.l.DirectJDKLog [main] Starting Servlet engine: [Apache Tomcat/9.0.83]
2024-11-27 10:54:07,922 INFO o.a.j.l.DirectJDKLog [main] Initializing Spring embedded WebApplicationContext
2024-11-27 10:54:07,923 INFO o.s.b.w.s.c.ServletWebServerApplicationContext [main] Root WebApplicationContext: initialization completed in 2060 ms
2024-11-27 10:54:07,969 INFO c.z.h.HikariDataSource [main] HikariPool-1 - Starting...
2024-11-27 10:54:08,338 INFO c.z.h.HikariDataSource [main] HikariPool-1 - Start completed.
2024-11-27 10:54:08,353 INFO o.s.b.a.h.H2ConsoleAutoConfiguration [main] H2 console available at '/h2-console'. Database available at 'jdbc:h2:./database/autogen'
2024-11-27 10:54:08,613 INFO o.h.j.i.u.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-27 10:54:08,718 INFO o.h.Version [main] HHH000412: Hibernate ORM core version 5.6.15.Final
2024-11-27 10:54:08,989 INFO o.h.a.c.r.j.JavaReflectionManager [main] HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-11-27 10:54:09,168 INFO o.h.d.Dialect [main] HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2024-11-27 10:54:09,502 INFO o.h.e.t.j.p.i.JtaPlatformInitiator [main] HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-11-27 10:54:09,524 INFO o.s.o.j.AbstractEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-27 10:54:09,647 WARN o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-11-27 10:54:10,116 INFO o.a.j.l.DirectJDKLog [main] Starting ProtocolHandler ["http-nio-8080"]
2024-11-27 10:54:10,150 INFO o.s.b.w.e.t.TomcatWebServer [main] Tomcat started on port(s): 8080 (http) with context path ''
2024-11-27 10:54:10,165 INFO o.s.b.StartupInfoLogger [main] Started NanoCubeTestDataGeneratorApplication in 5.253 seconds (JVM running for 6.14)
2024-11-27 10:54:10,670 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Initiating map meter to metering point.
2024-11-27 10:54:10,702 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-075 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,151 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-076 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,305 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-077 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,463 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-078 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,638 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-079 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,730 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-080 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,830 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-081 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,914 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-082 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,992 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-083 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:16,111 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-084 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:16,154 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Map meter to metering point initiated for 10 metering points.
2024-11-27 10:54:16,157 INFO c.c.a.c.Controller [scheduling-1] Starting creation of Aidon hourly indexes until 2024-11-27T09:00:00+01:00.
2024-11-27 10:54:16,172 INFO c.c.a.d.GetSettlementMethodFromDB [scheduling-1] Could not find meteringPoint 707057500087673044 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:20,451 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:54:20,452 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:54:20,498 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:54:20,498 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:54:20,545 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:54:20,545 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:54:20,589 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:54:20,590 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:54:20,635 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:54:20,635 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:54:20,685 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:54:20,686 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:54:20,690 INFO c.c.a.d.GetSettlementMethodFromDB [scheduling-1] Could not find meteringPoint 707057500087673006 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:20,887 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:54:20,888 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:54:20,933 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:54:20,934 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:54:20,978 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:54:20,979 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:54:21,022 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:54:21,022 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:54:21,065 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:54:21,065 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:54:21,117 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:54:21,118 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:54:21,119 INFO c.c.a.d.GetSettlementMethodFromDB [scheduling-1] Could not find meteringPoint 707057500087673105 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:21,309 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:54:21,309 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:54:21,364 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:54:21,365 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:54:21,430 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:54:21,431 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:54:21,475 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:54:21,476 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:54:21,524 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:54:21,524 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:54:21,597 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:54:21,599 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:54:21,600 INFO c.c.a.g.AidonXMLForIndexes [scheduling-1] Aidon transaction completed for 10 metering points. Transaction contains hourly indexes on 4 sensors AE/RE Down/Upstream.
2024-11-27 10:54:21,607 INFO c.c.a.g.AidonXMLForIndexes [scheduling-1] Profile readings will be created for 0 profile metering points only once per day, between 01:00 and 02:00 each night, for the previous day.
2024-11-27 10:54:22,239 INFO c.c.a.u.FileOutWriter [scheduling-1] Output written to C:\sandbox\nanoCubeTestDataGenerator\XMLPayload\1732701261792_nanoCubeTestData_AidonIndex.xml.
2024-11-27 10:54:22,240 INFO c.c.a.c.Controller [scheduling-1] Next scheduled run within 1 hour @timestamp = 2024-11-27T11:54:16+01:00.
2024-11-27 10:54:22,240 INFO c.c.a.c.Controller [scheduling-1] Next run will create hourly index for all metering points / sensors @timestamp = 2024-11-27T10:00:00+01:00.
2024-11-27 10:54:34,077 INFO o.s.o.j.AbstractEntityManagerFactoryBean [SpringApplicationShutdownHook] Closing JPA EntityManagerFactory for persistence unit 'default'
2024-11-27 10:54:34,080 INFO c.z.h.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown initiated...
2024-11-27 10:54:34,083 INFO c.z.h.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown completed.
2024-11-27 10:57:37,931 INFO o.s.b.StartupInfoLogger [main] Starting NanoCubeTestDataGeneratorApplication using Java 21.0.2 on NOLI125045 with PID 3448 (C:\sandbox\nanoCubeTestDataGenerator\target\classes started by ronend in C:\sandbox\nanoCubeTestDataGenerator)
2024-11-27 10:57:37,935 INFO o.s.b.SpringApplication [main] No active profile set, falling back to 1 default profile: "default"
2024-11-27 10:57:38,817 INFO o.s.d.r.c.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-27 10:57:38,844 INFO o.s.d.r.c.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 14 ms. Found 0 JPA repository interfaces.
2024-11-27 10:57:39,624 INFO o.s.b.w.e.t.TomcatWebServer [main] Tomcat initialized with port(s): 8080 (http)
2024-11-27 10:57:39,636 INFO o.a.j.l.DirectJDKLog [main] Initializing ProtocolHandler ["http-nio-8080"]
2024-11-27 10:57:39,640 INFO o.a.j.l.DirectJDKLog [main] Starting service [Tomcat]
2024-11-27 10:57:39,640 INFO o.a.j.l.DirectJDKLog [main] Starting Servlet engine: [Apache Tomcat/9.0.83]
2024-11-27 10:57:39,823 INFO o.a.j.l.DirectJDKLog [main] Initializing Spring embedded WebApplicationContext
2024-11-27 10:57:39,824 INFO o.s.b.w.s.c.ServletWebServerApplicationContext [main] Root WebApplicationContext: initialization completed in 1812 ms
2024-11-27 10:57:39,877 INFO c.z.h.HikariDataSource [main] HikariPool-1 - Starting...
2024-11-27 10:57:40,207 INFO c.z.h.HikariDataSource [main] HikariPool-1 - Start completed.
2024-11-27 10:57:40,220 INFO o.s.b.a.h.H2ConsoleAutoConfiguration [main] H2 console available at '/h2-console'. Database available at 'jdbc:h2:./database/autogen'
2024-11-27 10:57:40,444 INFO o.h.j.i.u.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-27 10:57:40,514 INFO o.h.Version [main] HHH000412: Hibernate ORM core version 5.6.15.Final
2024-11-27 10:57:40,721 INFO o.h.a.c.r.j.JavaReflectionManager [main] HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-11-27 10:57:40,864 INFO o.h.d.Dialect [main] HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2024-11-27 10:57:41,084 INFO o.h.e.t.j.p.i.JtaPlatformInitiator [main] HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-11-27 10:57:41,099 INFO o.s.o.j.AbstractEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-27 10:57:41,184 WARN o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-11-27 10:57:41,556 INFO o.a.j.l.DirectJDKLog [main] Starting ProtocolHandler ["http-nio-8080"]
2024-11-27 10:57:41,588 INFO o.s.b.w.e.t.TomcatWebServer [main] Tomcat started on port(s): 8080 (http) with context path ''
2024-11-27 10:57:41,599 INFO o.s.b.StartupInfoLogger [main] Started NanoCubeTestDataGeneratorApplication in 4.438 seconds (JVM running for 5.206)
2024-11-27 10:57:42,108 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Initiating map meter to metering point.
2024-11-27 10:57:42,170 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Map meter to metering point initiated for 5 metering points.
2024-11-27 10:57:42,172 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Initiating map meter to metering point.
2024-11-27 10:57:42,176 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Map meter to metering point initiated for 15 metering points.
2024-11-27 10:57:42,177 INFO c.c.a.c.Controller [scheduling-1] Starting creation of Aidon hourly indexes until 2024-11-27T09:00:00+01:00.
2024-11-27 10:57:46,084 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672924, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:46,085 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672924, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:46,146 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672924, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:46,146 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672924, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:46,200 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672924, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:57:46,201 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672924, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:57:46,257 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672924, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:57:46,258 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672924, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:57:46,307 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672924, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:46,308 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672924, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:46,355 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672924, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:46,356 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672924, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:46,548 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672948, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:46,548 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672948, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:46,600 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672948, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:46,601 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672948, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:46,648 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672948, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:57:46,648 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672948, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:57:46,696 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672948, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:57:46,696 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672948, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:57:46,753 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672948, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:46,754 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672948, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:46,805 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672948, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:46,806 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672948, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:46,972 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672986, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:46,973 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672986, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:47,021 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672986, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:47,021 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672986, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:47,069 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672986, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:57:47,070 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672986, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:57:47,122 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672986, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:57:47,123 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672986, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:57:47,179 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672986, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:47,180 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672986, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:47,229 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672986, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:47,229 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672986, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:49,345 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:49,346 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:49,390 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:49,391 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:49,438 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:57:49,439 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:57:49,487 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:57:49,487 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:57:49,532 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:49,533 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:49,578 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:49,578 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:49,728 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:49,729 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:49,773 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:49,774 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:49,822 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:57:49,822 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:57:49,868 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:57:49,869 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
